Travel destination,Summary
Guilin,"Guilin offers several museums, including the Jingjiang Princes' City, Official Residence of Li Zongren, Eighth Route Army Guilin Office Museum, Guilin Art Museum, Guilin Guanshitang Chicken-Blood Stone Museum, Guilin Museum, Museum of Guihai Stele Forest, and Zengpiyan National Archaeological Park. The Guilin Museum houses over 30,000 cultural relics, while the Museum of Guihai Stele Forest features a collection of 213 stone steles."
Guiyang,"Guiyang offers several museums, including the Guizhou Art Museum, Guizhou Nationalities Museum, Guizhou Provincial Museum, and Guizhou Science and Technology Museum. Additionally, a unique Museum of Great Leap Forward Relics is located about 270 km from Guiyang in Sansui County."
Guwahati,"Guwahati offers several museums, including the Assam State Museum, Regional Science Centre and Museum, Srimanta Sankaradeva Kalakshetra, and the Anthropological Museum at Guwahati University. There is also the Guwahati Planetarium with a star field projector, HD video projectors, and a Dolby sound system."
Haikou,"Haikou offers several museums, including the Haikou City Museum focused on art and local history, the Hainan Provincial Museum dedicated to the island's history and culture, and the Hainan State Farms Museum detailing the history of state farms and the rubber industry. Additionally, there are specialized museums like the Teddy Bear Museum and the West Coast Museum of Contemporary Art."
Hakodate,"Hakodate offers the Hakodate Museum of Northern Peoples, which provides insight into the Ainu culture with English translations. There is also the Seikan Ferry Memorial Museum Mashu-maru, which details the history of the Aomori-Hakodate ferry with interactive exhibits."
Halifax,"Halifax offers several museums including the Maritime Museum of the Atlantic with exhibits on the Titanic and the Halifax explosion, the Canadian Museum of Immigration at Pier 21, the Art Gallery of Nova Scotia highlighting local artists, and the Atlantic Canada Aviation Museum. The Halifax Citadel also features a museum."
Hamburg,"Hamburg publishes a detailed booklet of local museums called ""Museumswelt Hamburg"", which can be found at the information desk at any of the museums; the city also hosts a ""Night of Museums"" in April with over 50 places open until 02:00. Hamburg has an unusual array of museums to visit, and the Hamburg Card includes access to the public transport system, museums, and other things."
Hamilton (Ontario),"Hamilton offers museum enthusiasts a variety of options including the Art Gallery of Hamilton, Canadian Warplane Heritage Museum, Dundurn Castle, and several local history museums such as Battlefield House Museum and Dundas Museum & Archives. The city also features specialized museums like the Canadian Football Hall of Fame, Hamilton Museum of Steam and Technology, and Workers Arts and Heritage Centre."
Hangzhou,"Hangzhou offers several museums, including the Zhejiang Museum (featuring celadon porcelains), the Huqingyutang Traditional Chinese Medicine Museum, the Museum of Chinese Go, the Zhejiang Museum of Natural History, and the Beijing-Hangzhou Grand Canal Museum. There is also a Confucius Temple with a mixture of Confucius Memorial and Stele Forest."
Hanoi,"Hanoi has several museums, including the Vietnam Military History Museum, Fine Arts Museum, Hồ Chí Minh Museum, National Museum of Vietnamese History, Vietnamese Women's Museum, Museum of Ethnology, and Hanoi Museum. The Temple of Literature was founded in 1070 and became the country's first university six years later."
Hanover,"Hanover offers several museums, including the Niedersächsisches Landesmuseum, Historisches Museum am Hohen Ufer, Sprengel Museum (modern art), Wilhelm-Busch Museum (caricature and critical graphic arts), Blindenmuseum Hannover, and Museum August-Kestner. Many museums offer free admission on Fridays."
Harare,"Harare offers an extensive collection of public museums and institutions including the National Gallery of Zimbabwe, Zimbabwe Museum of Human Sciences, and the National Archives. The city also houses historic monuments and memorials."
Harbin,"Harbin offers several museums, including the Harbin Museum of Architecture, the Unit 731 Museum at the site of a former biochemical weapons research facility, and the Heilongjiang Provincial Museum. Other museums focus on Liao & Jin history, art, and science & technology."
Hargeisa,"Hargeisa offers a few museums, including the National Museum of Somaliland (unfinished as of 2023) and the Saryan Museum, along with a MiG Jet memorial displaying a warplane and related art. The Hargeisa Provincial Museum is abandoned and inaccessible."
Harrisburg,"Harrisburg offers several museums, including the State Museum of Pennsylvania, the National Civil War Museum, and the Pennsylvania National Fire Museum, as well as art venues like the Susquehanna Art Museum and Art Association of Harrisburg. The State Capitol Building also features art, sculptures, and historical exhibits."
Haugesund,"Haugesund offers the Karmsund Civic Museum, a museum of local culture and history, and the Visnes Mine Museum, which features a smaller version of the Statue of Liberty and guided tours about copper mining history. The Nordvegen History Centre on Avaldsnes presents 3500 years of history with archaeological findings and tales of Viking kings."
Havana,"Havana has several museums including the Museum of the Revolution, Partagás Cigar factory, Havana Club Rum Museum, Museo Nacional de Bellas Artes, and The Royal Force Castle which houses Cuba's premier maritime museum. The Colon Cemetery is also a great historical cemetery."
Hefei,"Hefei offers museum options such as the Anhui Provincial Museum, Hefei Science and Technology Museum, and Anhui Hall of Fame, which features wax figures of prominent people in Anhui history. There is also a local products market at the Huizhan Center with paintings and sculptures."
Helsinki,Helsinki has a wide variety of museums and many are interesting from both the inside and outside. Some interesting museums are Ateneum and Kiasma in Central Helsinki and the Suomenlinna fortress on an island.
Heraklion,"Heraklion is home to the Heraklion Archaeological Museum, which houses finds from Minoan civilization, as well as the Historical Museum of Crete, which covers the story of Crete from the Byzantine era to the present day. There is also the Natural History Museum of Crete which focuses on the natural environment of the Eastern Mediterranean area, and the Nikos Kazantzakis Museum, dedicated to Crete's modern intellectual figure."
Hilo,"Hilo offers museum options such as the Pacific Tsunami Museum, which details the devastating tsunamis that hit Hilo in 1946 and 1960, and the Lyman House Museum, which features a restored missionary house and collections of local artwork, historical exhibits, and minerals. The Mokupāpapa Discovery Center provides information about the Papahānaumokuākea Marine National Monument with exhibits including a saltwater aquarium and models of wildlife."
Hiroshima,"Hiroshima offers three art museums in the city center, including the Hiroshima Museum of Art with European art, the Hiroshima City Museum of Contemporary Art, and the Hiroshima Prefectural Museum of Art. Additionally, the Honkawa Elementary School Peace Museum and the Fukuro-machi Elementary School Museum showcase artifacts related to the atomic bomb."
Ho Chi Minh City,"Ho Chi Minh City offers museum options such as the Ho Chi Minh Museum, the Museum of Vietnamese History, the War Remnants Museum, the Southern Women’s Museum, the FITO Museum of Traditional Vietnamese Medicine, and the Ho Chi Minh City Museum of Fine Arts. The Reunification Palace also serves as a restored time warp to the 1960s."
Hohhot,"Hohhot offers several museums including the Inner Mongolia Museum, Hohhot Museum, Inner Mongolia Art Museum, Inner Mongolia Museum of Natural History, and Inner Mongolia Science and Technology Museum, with exhibits covering Mongolian history, flora and fauna, minerals, space exploration, and technology. The Inner Mongolia Museum has some English captions, while the other museums are free to enter and have varying closing days."
