Query,City,Relevance Score
Best cities for traditional music festivals,Moncton,1
Best cities for traditional music festivals,Shreveport,2
Best cities for traditional music festivals,Bologna,3
Best cities for traditional music festivals,Bucharest,2
Best cities for traditional music festivals,Dallas,1
Best cities for traditional music festivals,Minsk,1
Best cities for traditional music festivals,Georgetown (Guyana),1
Best cities for traditional music festivals,Sioux Falls,0
Best cities for traditional music festivals,Fredericton,3
Best cities for traditional music festivals,Turin,1
Best cities for traditional music festivals,Yangon,1
Best cities for traditional music festivals,El Paso,2
Best cities for traditional music festivals,Vaasa,2
Best cities for traditional music festivals,Kelowna,0
Best cities for traditional music festivals,Santa Barbara,2
Best cities for traditional music festivals,Cancu虂n,0
Best cities for traditional music festivals,Graz,1
Best cities for traditional music festivals,Wellington,2
Best cities for traditional music festivals,Bangkok,1
Best cities for traditional music festivals,Thessaloniki,1
Best cities for traditional music festivals,Omaha,2
Best cities for traditional music festivals,Little Rock,1
Best cities for traditional music festivals,Bod酶,3
Best cities for traditional music festivals,Harrisburg,1
Best cities for traditional music festivals,Tokyo,2
Best cities for traditional music festivals,Canberra,3
Best cities for traditional music festivals,George Town (Malaysia),1
Best cities for traditional music festivals,Newcastle upon Tyne,2
Best cities for traditional music festivals,Luxembourg (city),0
Best cities for traditional music festivals,Allentown,1
Best cities for traditional music festivals,Barbados,0
Best cities for traditional music festivals,Cincinnati,2
Best cities for traditional music festivals,Chattanooga,2
Best cities for traditional music festivals,Gaspe虂,3
Best cities for traditional music festivals,Nice,1
Best cities for traditional music festivals,Zhuhai,0
Best cities for traditional music festivals,Asuncio虂n,1
Best cities for traditional music festivals,Bodrum,2
Best cities for traditional music festivals,San Salvador,1
Best cities for traditional music festivals,Christchurch,1
Best cities for traditional music festivals,Tbilisi,2
Best cities for traditional music festivals,Oaxaca (city),2
Best cities for traditional music festivals,Dubai,1
Best cities for traditional music festivals,Chennai,3
Best cities for traditional music festivals,Halifax,2
Best cities for traditional music festivals,Gold Coast,0
Best cities for traditional music festivals,Tashkent,1
Best cities for traditional music festivals,Aurangabad,1
Best cities for traditional music festivals,Porto,1
Best cities for traditional music festivals,Harbin,2
Best cities for traditional music festivals,Sudbury (Ontario),3
Best cities for traditional music festivals,Lusaka,1
Best cities for traditional music festivals,Dubrovnik,3
Best cities for traditional music festivals,Marrakech,2
Best cities for traditional music festivals,Jinan,1
Best cities for traditional music festivals,Taipei,1
Best cities for traditional music festivals,Istanbul,1
Best cities for traditional music festivals,Cuzco,2
Best cities for traditional music festivals,Gaborone,2
Best cities for traditional music festivals,Tenerife,1
Best cities for traditional music festivals,Jacksonville,3
Best cities for traditional music festivals,Tirana,1
Best cities for traditional music festivals,Kavala,0
Best cities for traditional music festivals,Portland (Oregon),2
Best cities for traditional music festivals,Malmo虉,2
Best cities for traditional music festivals,Kharkiv,2
Best cities for traditional music festivals,Kolkata,2
Best cities for traditional music festivals,Mombasa,0
Best cities for traditional music festivals,Quito,1
Best cities for traditional music festivals,Lima,2
Best cities for traditional music festivals,Palma de Mallorca,2
Best cities for traditional music festivals,Providence,2
Best cities for traditional music festivals,Montpellier,1
Best cities for traditional music festivals,Kiruna,2
Best cities for traditional music festivals,Fort Lauderdale,0
Best cities for traditional music festivals,Milan,1
Best cities for traditional music festivals,Manila,1
Best cities for traditional music festivals,Brussels,0
Best cities for traditional music festivals,Lilongwe,2
Best cities for traditional music festivals,Madison,2
Best cities for traditional music festivals,Lahore,2
Best cities for traditional music festivals,Manaus,2
Best cities for traditional music festivals,Aspen,2
Best cities for traditional music festivals,Debrecen,2
Best cities for traditional music festivals,Santorini,0
Best cities for traditional music festivals,Livingstone,1
Best cities for traditional music festivals,Khabarovsk,1
Best cities for traditional music festivals,Raleigh,3
Best cities for traditional music festivals,Kalamazoo,2
Best cities for traditional music festivals,Oklahoma City,1
Best cities for traditional music festivals,Knoxville,2
Best cities for traditional music festivals,Corpus Christi,1
Best cities for traditional music festivals,Baltimore,2
Best cities for traditional music festivals,Port of Spain,2
Best cities for traditional music festivals,Khartoum,1
Best cities for traditional music festivals,Kathmandu,3
Best cities for traditional music festivals,Guayaquil,1
Best cities for traditional music festivals,Niamey,2
Best cities for traditional music festivals,Tunis,1
Best cities for traditional music festivals,Dunedin,1
Best cities for traditional music festivals,Tangier,2
Best cities for traditional music festivals,"Santa Cruz (city, Bolivia)",1
Best cities for traditional music festivals,Morelia,3
Best cities for traditional music festivals,Accra,2
Best cities for traditional music festivals,Chengdu,2
Best cities for traditional music festivals,Timmins,2
Best cities for traditional music festivals,Binghamton,2
Best cities for traditional music festivals,Maputo,2
Best cities for traditional music festivals,Vientiane,0
Best cities for traditional music festivals,Lugano,2
Best cities for traditional music festivals,Manizales,2
Best cities for traditional music festivals,Cebu City,2
Best cities for traditional music festivals,Shanghai,1
Best cities for traditional music festivals,Me虂rida (Mexico),3
Best cities for traditional music festivals,Ulaanbaatar,2
Best cities for traditional music festivals,Hurghada,0
Best cities for traditional music festivals,Ahmedabad,2
Best cities for traditional music festivals,Pisa,2
Best cities for traditional music festivals,Sault Sainte Marie (Ontario),1
Best cities for traditional music festivals,Guatemala City,1
Best cities for traditional music festivals,Recife,3
Best cities for traditional music festivals,Saint Lucia,2
Best cities for traditional music festivals,Wilmington (North Carolina),2
Best cities for traditional music festivals,Managua,1
Best cities for traditional music festivals,Addis Ababa,2
Best cities for traditional music festivals,Brasilia,1
Best cities for traditional music festivals,Sanya,0
Best cities for traditional music festivals,Kumamoto,1
Best cities for traditional music festivals,Kinshasa,2
Best cities for traditional music festivals,Taichung,1
Best cities for traditional music festivals,Porto Alegre,2
Best cities for traditional music festivals,Barranquilla,3
Best cities for traditional music festivals,Cotonou,2
Best cities for traditional music festivals,Beijing,2
Best cities for traditional music festivals,San Diego,0
Best cities for traditional music festivals,Ias苔i,1
Best cities for traditional music festivals,Hangzhou,1
Best cities for traditional music festivals,Varanasi,3
Best cities for traditional music festivals,Moscow,1
Best cities for traditional music festivals,Florence,1
Best cities for traditional music festivals,Charleston (South Carolina),2
Best cities for traditional music festivals,Providenciales,1
Best cities for traditional music festivals,Antalya,0
Best cities for traditional music festivals,Vilnius,1
Best cities for traditional music festivals,Szczecin,1
Best cities for traditional music festivals,Kunming,2
Best cities for traditional music festivals,Luxor,0
Best cities for traditional music festivals,Xiamen,1
Best cities for traditional music festivals,Pretoria,2
Best cities for traditional music festivals,Karlsruhe,2
Best cities for traditional music festivals,Cabo San Lucas,0
Best cities for traditional music festivals,Du虉sseldorf,1
Best cities for traditional music festivals,Baton Rouge,1
Best cities for traditional music festivals,Dakar,3
Best cities for traditional music festivals,Kuala Lumpur,1
Best cities for traditional music festivals,Mendoza,2
Best cities for traditional music festivals,Roata虂n,0
Best cities for traditional music festivals,Westchester County,1
Best cities for traditional music festivals,Fukuoka,2
Best cities for traditional music festivals,Pensacola,1
Best cities for traditional music festivals,Algiers,1
Best cities for traditional music festivals,Nagoya,2
Best cities for traditional music festivals,Nantucket,1
Best cities for traditional music festivals,Guilin,0
Best cities for traditional music festivals,South Bend,1
Best cities for traditional music festivals,Podgorica,1
Best cities for traditional music festivals,Zakynthos,0
Best cities for traditional music festivals,Shenzhen,0
Best cities for traditional music festivals,Gran Canaria,0
Best cities for traditional music festivals,Spokane,1
Best cities for traditional music festivals,Puebla,1
Best cities for traditional music festivals,Palm Springs,0
Best cities for traditional music festivals,Bordeaux,0
Best cities for traditional music festivals,Osaka,2
Best cities for traditional music festivals,Xi'an,1
Best cities for traditional music festivals,Victoria (British Columbia),1
Best cities for traditional music festivals,Siem Reap,1
Best cities for traditional music festivals,Astana,1
